review,rating,date,bank,source,sentiment_label,sentiment_score,numerical_sentiment,identified_themes
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank Mobile,Google Play Store,positive,0.9998574256896972,1,General Positive
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank Mobile,Google Play Store,negative,0.9903808236122132,-1,Transactions
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen Bank Mobile,Google Play Store,negative,0.90469491481781,-1,Other/Uncategorized
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen Bank Mobile,Google Play Store,negative,0.9328103065490724,-1,Other/Uncategorized
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank Mobile,Google Play Store,positive,0.9986761212348938,1,Transactions
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank Mobile,Google Play Store,negative,0.9995891451835632,-1,Transactions; Features
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank Mobile,Google Play Store,positive,0.9996811151504515,1,Performance; Ease of Use
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank Mobile,Google Play Store,negative,0.8565712571144104,-1,Other/Uncategorized
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank Mobile,Google Play Store,negative,0.9961472749710084,-1,Other/Uncategorized
Good,5,2025-02-07,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
It doesn't work,1,2025-02-07,Dashen Bank Mobile,Google Play Store,negative,0.9997813105583192,-1,App Stability
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank Mobile,Google Play Store,positive,0.99981027841568,1,Performance; Transactions; Security; Ease of Use
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank Mobile,Google Play Store,positive,0.9998507499694824,1,Ease of Use; Updates
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank Mobile,Google Play Store,negative,0.9852219223976136,-1,Updates
"Good app, bad security",3,2025-02-06,Dashen Bank Mobile,Google Play Store,positive,0.989300549030304,1,Security
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank Mobile,Google Play Store,negative,0.9956958293914796,-1,Transactions
Wonderful Application 😍,5,2025-02-05,Dashen Bank Mobile,Google Play Store,positive,0.9998589754104614,1,General Positive
I loved it,5,2025-02-05,Dashen Bank Mobile,Google Play Store,positive,0.9998809099197388,1,General Positive
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen Bank Mobile,Google Play Store,negative,0.8832128047943115,-1,Other/Uncategorized
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank Mobile,Google Play Store,positive,0.999471127986908,1,General Positive
Not good this app,1,2025-02-04,Dashen Bank Mobile,Google Play Store,negative,0.9997790455818176,-1,General Positive
Best app,5,2025-02-04,Dashen Bank Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank Mobile,Google Play Store,negative,0.990936815738678,-1,Performance; Transactions
Perfect,5,2025-02-02,Dashen Bank Mobile,Google Play Store,positive,0.9998517036437988,1,Other/Uncategorized
"It does not work functional ,",1,2025-02-02,Dashen Bank Mobile,Google Play Store,negative,0.9997901320457458,-1,Features
Ok,5,2025-02-02,Dashen Bank Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank Mobile,Google Play Store,positive,0.9958037734031676,1,Customer Service
Gret experience,5,2025-02-01,Dashen Bank Mobile,Google Play Store,negative,0.7600297331809998,-1,Other/Uncategorized
All good we need more,3,2025-01-31,Dashen Bank Mobile,Google Play Store,positive,0.9996538162231444,1,General Positive
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank Mobile,Google Play Store,positive,0.9997517466545104,1,Performance; Ease of Use
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank Mobile,Google Play Store,positive,0.9998608827590942,1,General Positive
Dashen bank super app for easy life.,5,2025-01-30,Dashen Bank Mobile,Google Play Store,positive,0.7723062038421631,1,Ease of Use
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen Bank Mobile,Google Play Store,positive,0.9995208978652954,1,User Interface; Customer Service; Features
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen Bank Mobile,Google Play Store,negative,0.9945861101150512,-1,Other/Uncategorized
Best,5,2025-01-29,Dashen Bank Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
Just Wow,5,2025-01-29,Dashen Bank Mobile,Google Play Store,positive,0.999775230884552,1,Other/Uncategorized
mobile banking to the next level,5,2025-01-28,Dashen Bank Mobile,Google Play Store,positive,0.9409878849983216,1,Other/Uncategorized
Nice,5,2025-01-25,Dashen Bank Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
The first 3 star review is me,3,2025-01-25,Dashen Bank Mobile,Google Play Store,positive,0.9967767596244812,1,Other/Uncategorized
Is not working,1,2025-01-25,Dashen Bank Mobile,Google Play Store,negative,0.9997809529304504,-1,App Stability
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen Bank Mobile,Google Play Store,positive,0.9998725652694702,1,Performance; Features; Ease of Use
V good ❗️,5,2025-01-24,Dashen Bank Mobile,Google Play Store,positive,0.9993855953216552,1,General Positive
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen Bank Mobile,Google Play Store,positive,0.9862455129623412,1,Performance; Ease of Use
I only see white page,2,2025-01-23,Dashen Bank Mobile,Google Play Store,negative,0.9910238981246948,-1,Other/Uncategorized
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen Bank Mobile,Google Play Store,positive,0.9994206428527832,1,General Positive
Amizing Application 😍,5,2025-01-22,Dashen Bank Mobile,Google Play Store,negative,0.9905143976211548,-1,Other/Uncategorized
Fastest and easy to use,5,2025-01-22,Dashen Bank Mobile,Google Play Store,positive,0.9997114539146424,1,Performance; Ease of Use
Ok,5,2025-01-21,Dashen Bank Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
ጥሩ ነው,5,2025-01-21,Dashen Bank Mobile,Google Play Store,negative,0.7850582003593445,-1,Other/Uncategorized
ስም ብቻ 😏,2,2025-01-21,Dashen Bank Mobile,Google Play Store,negative,0.8337246179580688,-1,Other/Uncategorized
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank Mobile,Google Play Store,negative,0.9579959511756896,-1,Other/Uncategorized
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank Mobile,Google Play Store,positive,0.9711756110191344,1,Transactions; Features
